activity,x-axis,y-axis,z-axis
Jogging,-19.27,20.04,-0.08
Standing,-0.76,9.72,1.5
Walking,13.63,17.27,10.38
Jogging,-14.63,14.98,-5.9793324
Jogging,2.41,2.72,2.8738933
Jogging,-3.15,16.4,-1.46
Jogging,-11.73,-14.33,6.32
Jogging,8.62,5.09,15.4046135
Standing,-8.39,5.71,-0.04
Jogging,-5.37,-1.57,-1.65
Jogging,0.34,3.53,10.42
Standing,-1.27,9.08,1.5
Walking,6.36,11.3,2.4925237
Standing,7.78,4.9,1.33
Walking,17.92,10.8,-1.9477097
Standing,-7.97,5.67,-0.95
Jogging,-19.23,-4.29,-1.31
Standing,-1.73,9.77,0.88532263
Standing,-0.84,9.85,2.3
Walking,-3.79,7.86,5.28
Standing,0.27,10.04,0.93
Jogging,0.11,4.52,-3.405087
Jogging,7.7,2.56,5.5162406
Walking,-0.8,4.71,-0.14982383
Walking,-18.85,0.61,-2.64
Jogging,10.99,19.15,10.991621
Jogging,1.04,-3.45,-1.2258313
Jogging,6.78,17.2,1.14
Walking,7.16,17.97,8.66
Jogging,-4.86,-19.61,4.52
Standing,-6.63,7.21,1.69
Jogging,1.84,5.48,-1.525479
Jogging,1.04,2.11,0.38136974
Walking,6.74,12.64,-1.54
Walking,3.11,8.66,-3.79
Walking,-9.15,9.0,-2.91
Walking,1.14,4.52,-3.0237172
Jogging,-18.47,0.04,-0.61
Standing,0.0,9.89,1.38
Standing,1.65,9.43,3.255263
Walking,3.53,10.34,2.070293
Jogging,-14.48,15.98,-0.6537767
Standing,0.99,9.89,0.11
Jogging,9.72,13.95,-0.89
Jogging,-16.63,3.68,13.8
Walking,-4.82,16.17,-1.334794
Standing,-5.01,8.54,-0.08
Walking,3.64,-0.42,-2.87
Jogging,4.82,2.83,-0.53
Standing,-1.12,9.58,2.98
Standing,-0.72,9.38,2.6832085
Jogging,5.86,8.5,5.175732
Standing,-0.69,9.43,2.6832085
Walking,-0.5,1.38,0.46309182
Jogging,-1.95,-4.67,0.42223078
Walking,-1.95,6.05,-0.53119355
Walking,7.01,5.33,-2.18
Standing,0.76,10.12,-1.4165162
Walking,3.64,11.99,1.14
Standing,0.99,9.92,0.31
Walking,-1.6480621,1.1441092,-1.8387469
Standing,0.42,10.0,-1.2258313
Walking,-8.54,17.77,-7.01
Standing,-7.55,6.47,0.61
Standing,-1.46,9.77,0.76
Standing,-2.87,9.38,-1.84
Walking,5.05,12.26,-1.1168685
Jogging,6.21,6.51,7.6273947
Jogging,4.71,9.08,5.053149
Walking,-2.26,7.63,3.26
Jogging,9.66,8.62,4.8216033
Walking,8.2,10.76,2.37
Walking,2.76,5.6,-3.98
Jogging,-0.04,-4.06,-0.5720546
Standing,-1.14,9.28,1.42
Walking,-7.78,11.8,-0.04
Standing,-1.88,9.53,0.9942854
Walking,-1.33,7.59,-2.3
Jogging,-14.52,12.07,5.37
Jogging,4.44,-6.74,-6.59
Standing,-1.14,9.38,1.14
Jogging,-0.89,0.93,1.12
Standing,4.59,8.35,0.08
Standing,-8.31,5.63,-0.38
Jogging,-6.78,6.97,-6.1291566
Standing,0.08,10.0,1.08
Jogging,-3.45,18.89,-12.11
Walking,6.02,-0.61,-0.04
Jogging,-18.05,-2.83,-1.38
Standing,-0.69,9.34,2.8330324
Walking,2.49,8.31,1.4573772
Standing,-2.3,10.0,2.41
Walking,-3.15,8.01,-2.96
Walking,0.72,5.33,-6.5922484
Jogging,17.67,-0.27,14.519291
Walking,2.18,11.6,-0.08
Walking,-1.14,3.41,0.42
Standing,-1.04,9.38,-0.57
Walking,7.78,2.34,0.76
Jogging,0.53,1.95,2.07
Jogging,-1.53,10.38,1.2666923
Standing,-1.14,9.34,1.27
Jogging,0.42,6.59,-4.52
Jogging,10.31,17.86,2.6423476
Standing,-0.23,9.92,0.8
Walking,2.41,10.38,0.7627395
Walking,7.35,9.62,0.5
Standing,0.5,9.72,-1.525479
Walking,3.0645783,7.6273947,-2.4516625
Walking,0.27,12.79,-1.0760075
Jogging,-1.8,11.41,-0.11
Walking,-7.04,15.09,-4.440233
Jogging,-1.42,3.45,0.04
Jogging,1.73,-9.81,0.5720546
Walking,-10.23,5.41,-2.14
Walking,-6.66,7.25,-2.37
Standing,-1.8,8.89,1.0760075
Walking,0.04,12.18,1.6889231
Walking,7.46,9.04,3.173541
Walking,-0.69,4.06,2.9556155
Standing,0.99,9.92,0.34
Standing,6.13,6.85,0.08
Standing,-0.76,9.85,0.88532263
Jogging,-11.8,6.63,-3.3
Standing,-7.55,6.44,1.38
Walking,-2.98,8.81,2.03
Jogging,-7.25,18.09,-0.5
Walking,5.83,8.16,-5.94
Jogging,17.24,-7.93,1.65
Standing,2.49,9.34,2.87
Jogging,-10.53,-5.41,-1.38
Jogging,3.38,-4.63,0.38136974
Standing,-0.3,10.0,0.84
Walking,-0.69,12.57,-5.18
Jogging,2.15,13.02,-1.18
Standing,-1.14,9.43,-0.38
Standing,-1.18,9.62,2.91
Standing,-4.99,8.28,1.5
Jogging,3.57,-0.95,0.42223078
Standing,-0.04,9.89,1.5
Walking,-1.23,6.44,0.31
Walking,3.95,15.24,6.36
Standing,-5.71,7.7,-1.38
Jogging,14.29,-10.88,-0.69
Jogging,0.38,11.11,8.580819
Standing,-8.31,5.94,0.08
Walking,2.68,8.5,-0.38136974
Standing,-1.04,9.7,0.93
Jogging,4.4,3.87,4.671779
Walking,2.8330324,15.173067,6.4015636
Walking,-4.14,11.56,-1.879608
Walking,-4.33,10.19,-0.3
Jogging,1.5,9.66,5.05
Jogging,-16.02,19.19,-1.76
Walking,4.02,3.34,-3.99
Standing,-1.08,9.66,0.95
Walking,-4.4,-0.46,-0.76
Walking,-0.72,2.11,0.89
Jogging,2.37,-8.62,8.92
Jogging,-5.37,19.27,-1.3756552
Walking,-0.15,13.87,-2.72
Jogging,-10.61,17.58,-9.997335
Standing,-1.42,9.51,1.3756552
Jogging,11.56,12.98,0.15
Standing,1.5,9.92,-1.4573772
Jogging,9.0,1.12,4.56
Walking,-6.24,18.5,-0.0
Jogging,-6.21,1.33,-1.5
Jogging,1.46,18.2,-1.92
Standing,7.74,4.79,1.14
Walking,12.3,6.32,-1.38
Standing,0.08,9.89,-0.53
Walking,0.89,6.24,-2.9147544
Jogging,0.95,-9.43,-8.689782
Standing,-0.8,9.72,1.46
Standing,0.99,9.92,0.34
Walking,-1.33,10.95,-2.75
Walking,-0.19,8.81,1.27
Jogging,18.09,2.15,10.147159
Jogging,-1.46,-0.27,1.99
Standing,-1.31,9.7,2.68
Jogging,0.69,9.81,-3.7864566
Jogging,1.9477097,1.3075534,4.5219555
Standing,1.08,9.72,1.8
Standing,-2.03,9.62,-1.04
Jogging,-9.3,19.53,6.1700177
Walking,0.31,18.16,1.4165162
Walking,-4.79,19.57,2.4108016
Walking,-4.94,8.96,-2.070293
Jogging,-7.59,1.27,-4.82
Walking,-0.3,6.17,-0.19
Jogging,18.66,12.79,-5.9
Standing,0.61,10.0,-0.88532263
Walking,-2.26,7.35,-4.2904096
Walking,-0.11,6.47,-0.04
Standing,-1.12,9.77,0.95342433
Standing,1.69,9.89,1.1441092
Standing,-1.38,9.72,2.68
Jogging,1.12,-3.64,-4.56
Jogging,-1.99,-3.83,-3.87
Standing,-1.99,9.66,-0.99
Standing,-3.3,8.39,-0.93
Jogging,4.82,-0.15,-0.6537767
Jogging,8.12,19.53,-7.78
Standing,-0.11,9.72,1.8
Jogging,6.09,0.46,-2.72
Walking,-12.34,18.16,-1.08
Jogging,1.8,4.14,-3.486809
Jogging,9.92,12.03,-6.7
Jogging,15.47,17.16,-2.9556155
Walking,-3.17,16.51,7.44
Jogging,11.92,13.14,11.6
Standing,-0.46,9.43,2.4925237
Standing,-1.31,10.0,-1.12
Walking,-1.23,4.63,-0.040861044
Jogging,-19.61,-18.47,-4.862464
Standing,1.95,9.77,0.69
Walking,2.72,7.01,2.79
Jogging,0.93,2.15,-0.42
Walking,0.42,9.08,2.9147544
Jogging,-19.19,-5.18,-3.49
Jogging,-10.57,-2.11,-0.19
Walking,-8.35,10.34,-3.17
Walking,8.85,12.57,2.72
Standing,-0.15,9.96,1.27
Standing,-0.8,9.7,1.42
Jogging,19.57,19.23,-5.012288
Walking,3.64,9.19,2.45
Standing,-0.8,9.72,1.5
Walking,-5.2,4.94,0.84446156
Standing,-0.08,9.92,1.31
Walking,3.3,4.21,0.8
Walking,-4.21,2.22,1.08
Walking,-0.10896278,10.038197,-0.53119355
Standing,-2.07,9.66,-0.8
Standing,0.72,10.12,-1.3075534
Standing,7.86,4.75,0.95
Standing,0.31,10.04,-0.53
Standing,-0.15,9.96,0.69
Jogging,-8.43,8.01,6.05
Standing,-1.31,9.62,1.4982382
Walking,2.15,9.92,1.9477097
Jogging,-11.07,11.18,2.22
Walking,-1.65,8.08,-0.19
Walking,0.69,11.96,0.42223078
Walking,-2.96,15.75,-0.14982383
Walking,0.8,14.48,0.19068487
Walking,16.63,16.93,-0.27
Walking,0.11,12.15,-2.72
Jogging,-19.23,-3.15,-1.42
Jogging,1.14,0.19,-1.76
Jogging,1.99,7.78,11.26
Walking,2.91,5.71,-3.0237172
Jogging,2.07,-3.72,-1.65
Walking,4.4,8.39,-2.45
Jogging,13.99,-3.17,1.53
Walking,-6.55,7.4,-5.71
Walking,6.32,12.79,-2.4108016
Jogging,-3.64,-2.34,-3.8681788
Walking,-14.02,3.6,4.21
Standing,-7.21,6.47,1.18
Walking,4.71,12.95,3.83
Standing,-1.18,9.34,1.33
Jogging,-7.31,-9.77,-1.42
Walking,-5.71,15.05,-1.31
Walking,1.23,4.71,5.24
Walking,3.36,14.44,0.95
Standing,-5.33,8.16,1.27
Standing,-1.12,9.47,3.21
Jogging,-3.3,2.6,-7.8861814
Walking,-5.48,13.99,-6.02
Jogging,1.88,11.8,2.83
Standing,-1.08,9.43,2.7921712
Walking,-1.84,3.76,-2.68
Standing,-3.45,8.35,-1.27
Walking,12.34,3.34,0.46309182
Standing,-1.14,9.34,1.18
Jogging,-3.26,-5.79,4.3312707
Standing,0.89,9.96,0.42
Standing,1.04,9.92,0.34
Standing,-1.73,9.72,-0.99
Walking,0.38,6.09,-0.72
Jogging,14.98,0.42,0.19068487
Jogging,10.15,-3.53,8.281172
Jogging,2.98,19.57,-2.1383946
Walking,0.89,11.37,-1.879608
Jogging,0.23,-4.52,-0.04
Jogging,-1.12,14.52,13.14
Walking,0.8,7.59,2.49
Standing,-0.84,9.72,1.46
Walking,3.34,10.76,-2.72
Walking,4.06,8.35,-2.56
Jogging,5.43,-17.43,3.26
Walking,7.35,4.14,-1.33
Jogging,-19.61,19.57,-6.28
Jogging,6.66,19.57,-9.43
Walking,0.84,12.03,9.343558
Jogging,-3.06,1.18,0.11
Walking,5.75,12.11,9.7
Walking,-2.87,10.73,-2.79
Walking,3.91,15.47,3.02
Walking,0.69,6.51,2.11
Standing,-4.6,8.31,-0.99
Walking,2.45,12.53,-1.95
Standing,1.57,10.04,1.0351465
Walking,8.05,7.74,1.76
Standing,-4.82,8.5,-0.34
Walking,-2.14,5.13,0.8036005
Walking,1.23,4.48,-1.6889231
Jogging,5.83,-0.3,1.920469
Walking,15.55,16.4,6.469665
Jogging,-1.88,-9.77,-7.4
Walking,-1.38,10.99,0.23
Walking,-0.65,4.71,-0.46
Standing,-4.63,8.39,-1.14
Standing,-0.42,9.92,0.95
Jogging,-3.57,14.82,1.31
Jogging,-19.27,-13.78,-7.7
Standing,-1.31,9.51,3.34
Walking,0.11,5.13,0.14982383
Jogging,3.568531,0.84446156,3.9090397
Walking,3.68,9.43,-1.27
Standing,-1.12,9.43,-0.34
Standing,1.61,9.81,1.1849703
Standing,-7.44,6.47,1.5
Walking,7.16,13.25,3.336985
Walking,1.57,9.89,-0.50395286
Jogging,4.18,5.24,4.399372
Walking,3.49,7.89,1.4573772
Standing,3.91,8.5,-0.11
Standing,7.97,6.21,-0.61
Jogging,-3.91,15.55,0.5
Standing,-0.72,8.92,3.64
Standing,1.04,9.92,0.31
Walking,9.11,8.58,-0.5720546
Standing,-1.33,9.51,3.02
Walking,3.72,15.66,-1.4165162
Walking,2.18,6.93,-2.6832085
Jogging,4.37,18.39,2.79
Walking,9.58,9.47,3.214402
Jogging,-4.94,-1.88,-5.28
Jogging,5.37,-2.72,6.63
Standing,0.04,9.85,1.54
Walking,4.67,3.6,-2.4516625
Standing,0.95,9.7,0.89
Walking,-6.36,5.6,-2.79
Walking,15.89,5.63,2.9556155
Walking,-8.62,7.55,2.9556155
Jogging,8.28,17.73,-1.23
Jogging,-15.98,1.38,-3.34
Standing,0.27,9.96,-0.46
Jogging,-1.54,1.69,1.46
Walking,3.64,13.29,2.4108016
Walking,-10.92,15.7,-1.2258313
Standing,0.11,9.89,1.57
Jogging,-0.34,19.19,-6.89
Standing,-2.03,9.66,-0.99
Standing,2.6,9.3,2.96
Jogging,6.4424243,11.413852,-2.5606253
Jogging,-4.75,12.64,-0.50395286
Standing,-0.04,10.08,-0.89
Standing,-2.11,9.3,-1.31
Walking,0.76,5.71,-1.8
Jogging,1.92,7.12,6.510526
Jogging,4.33,18.01,-2.07
Jogging,-7.93,19.57,-4.399372
Standing,2.3,9.58,0.57
Walking,4.14,10.34,-2.64
Standing,-0.57,10.04,-0.76
Walking,-3.6,5.28,-3.45
Jogging,2.56,13.82,-6.4
Jogging,-4.1,-0.65,-13.443283
Walking,4.75,7.16,-2.6
Walking,4.82,10.99,-1.7978859
Walking,-0.19,9.08,1.99
Jogging,5.2,18.01,7.78
Jogging,-10.46,10.04,-2.07
Jogging,-13.53,4.21,-4.9
Jogging,-7.21,14.9,-5.75
Standing,3.91,8.47,0.11
Walking,-4.44,5.56,-4.25
Jogging,1.57,-0.65,1.1441092
Walking,11.03,15.98,1.920469
Standing,0.53,9.92,0.0
Jogging,3.34,-6.32,-0.61
Standing,0.0,9.89,1.38
Jogging,5.13,0.8,-0.76
Standing,-8.12,4.79,-0.99
Standing,-4.52,8.77,1.8
Standing,-1.92,9.7,0.72
Standing,-6.51,6.93,-0.89
Jogging,-2.11,-3.87,-2.1111538
Jogging,4.86,10.8,-7.01
Jogging,2.18,-0.61,4.75
Standing,-1.12,9.77,0.93
Jogging,10.27,19.57,4.2904096
Standing,1.54,9.85,3.336985
Jogging,-19.23,-2.03,-0.11
Jogging,-6.85,0.61,-10.19
Jogging,-3.45,2.41,10.11
Walking,-0.99,10.84,1.1849703
Jogging,-0.42,-5.94,-3.91
Walking,0.38,4.44,0.34
Standing,1.92,9.47,0.76
Standing,-7.67,5.86,-0.8
Jogging,-4.33,4.94,-2.6423476
Jogging,15.02,-1.23,-0.14982383
Walking,-7.44,18.81,0.46
Standing,-1.04,9.58,2.79
Walking,2.68,1.12,-10.65
Jogging,9.85,17.47,4.4810944
Jogging,2.64,1.42,-9.04
Jogging,1.65,6.66,-7.164303
Jogging,-4.63,5.09,1.23
Walking,3.06,10.99,-2.98
Jogging,-19.11,1.92,-9.43
Walking,0.76,13.44,1.5390993
Jogging,-12.37,15.09,-13.565866
Walking,5.67,11.18,-0.14982383
Jogging,2.45,7.4,1.334794
Standing,-5.13,8.16,-1.27
Walking,7.31,8.39,0.27240697
Jogging,-5.09,-8.12,-4.02
Jogging,3.99,-6.97,-13.02
Jogging,-0.38,-2.72,0.11
Jogging,-1.12,-3.17,-9.152874
Jogging,-0.99,6.21,6.02
Walking,6.47,18.24,-0.5
Jogging,-19.23,-6.43,-4.29
Standing,0.76,9.47,2.56
Walking,12.26,16.51,2.6832085
Standing,-1.04,9.34,1.08
Walking,1.54,5.33,4.37
Standing,-0.89,9.53,0.88532263
Standing,3.53,9.38,-1.84
Walking,-0.91,8.24,-0.50395286
Walking,-2.14,13.53,5.94
Walking,8.69,3.34,0.5720546
Standing,-1.14,9.3,1.38
Walking,16.97,18.31,13.95
Standing,-1.92,9.66,-0.84
Walking,4.33,5.86,-0.76
Walking,12.37,5.79,0.3405087
Jogging,-1.84,-5.13,-10.106298
Standing,-1.99,9.62,-0.99
Walking,2.96,7.55,-3.3
Walking,10.04,6.74,-1.69
Jogging,14.25,19.15,-3.9771416
Walking,-0.99,15.55,8.96
Jogging,-3.3,-6.28,1.18
Jogging,8.12,1.08,11.5
Walking,-4.86,7.97,-2.9147544
Standing,-1.23,9.77,0.95342433
Standing,-1.12,9.38,2.83
Jogging,7.97,17.62,-2.1111538
Standing,-3.17,8.39,-0.95
Jogging,5.6660647,11.182305,-0.29964766
Walking,0.99,11.92,-0.23154591
Standing,-1.57,9.3,3.15
Standing,0.15,9.85,1.5
Jogging,-18.62,19.57,-0.3
Standing,-4.79,8.5,-0.19
Walking,2.64,8.85,-3.6
Jogging,-19.11,-18.39,-1.95
Walking,5.28,8.28,-3.568531
Jogging,8.89,3.91,-2.2201166
Walking,2.26,12.76,10.53
Walking,2.18,11.54,-3.64
Jogging,7.21,5.24,6.32
Standing,-5.48,7.78,-1.14
Walking,-5.28,7.4,-4.4
Walking,0.53,7.27,-1.334794
Jogging,-0.65,3.64,-0.89
Jogging,0.19,9.28,4.4810944
Standing,-4.48,8.43,-1.31
Jogging,-16.13,5.41,-19.27
Standing,0.99,9.92,0.31
Walking,7.97,7.93,-2.6423476
Walking,-12.37,2.79,5.98
Jogging,-4.44,-0.15,-2.83
Standing,-3.21,10.73,0.61
Jogging,-7.63,8.43,3.83
Walking,1.73,5.75,-0.6537767
Jogging,3.9499009,4.099725,-5.134871
Standing,-1.04,9.38,-0.34
Standing,-0.95,9.72,2.98
Walking,-3.68,13.67,-7.46
Standing,4.25,8.47,-0.08
Standing,0.27,10.12,-0.23
Walking,8.01,13.44,1.607201
Jogging,-9.19,-2.83,15.091345
Standing,-7.5,6.36,1.23
Standing,-1.23,9.47,2.4108016
Walking,4.37,7.08,-2.1792557
Walking,-2.41,9.28,2.34
Walking,14.82,6.51,7.16
Jogging,-16.17,-2.53,4.37
Standing,-0.04,9.85,1.57
Standing,-1.18,9.19,0.04
Standing,-1.18,9.3,1.38
Walking,3.49,11.07,1.95
Walking,3.95,10.99,-3.83
Jogging,3.99,4.56,7.6273947
Walking,2.37,4.02,0.10896278
Standing,0.04,9.81,1.54
Jogging,-3.68,11.14,9.343558
Walking,10.31,12.87,-1.5
Standing,-6.66,6.82,-1.04
Standing,-7.97,5.43,-1.04
Jogging,19.57,8.5,1.9885708
Walking,3.3,13.67,2.1792557
Jogging,11.07,16.47,-1.69
Jogging,4.86,-10.34,11.69
Walking,-1.46,5.05,0.040861044
Walking,10.15,5.98,-0.89
Walking,1.08,16.51,-3.5957718
Walking,0.69,13.4,-2.7921712
Jogging,-4.29,18.16,16.04
Jogging,-11.03,18.89,3.759216
Jogging,-7.21,-5.24,-1.57
Walking,1.31,9.11,-5.28
Walking,-4.25,7.27,-3.06
Jogging,-2.76,4.29,-4.6
Jogging,-1.76,-3.53,-4.99
Standing,-3.34,8.43,-0.93
Walking,-3.68,5.22,-2.34
Jogging,7.89,3.3,4.99
Standing,-1.23,9.34,1.38
Jogging,-6.59,14.79,-2.18
Jogging,3.76,5.13,3.6774938
Jogging,-18.81,15.89,-5.01
Standing,-6.32,7.25,1.33
Jogging,-10.46,3.99,7.504812
Walking,-0.42,8.05,-3.02
Walking,-1.88,-1.61,-2.98
Standing,-1.08,9.43,-0.46
Walking,-0.27,6.02,-0.57
Jogging,2.22,19.53,-1.1441092
Jogging,-6.47,16.36,-10.269742
Standing,-1.5,9.72,0.61
Walking,13.06,16.51,-1.95
Standing,-1.04,10.65,-1.525479
Standing,0.95,9.96,0.38
Standing,-5.09,8.43,-0.04
Walking,-4.86,12.72,12.26
Standing,-2.91,8.66,-0.72
Jogging,6.36,11.26,0.15
Walking,-3.53,11.18,-7.59
Jogging,-13.67,6.4,1.73
Standing,-6.55,6.24,1.57
Standing,-3.17,8.43,-1.23
Standing,-5.13,8.77,0.91
Jogging,-13.99,-5.37,1.95
Walking,0.93,10.23,-4.06
Jogging,8.05,14.6,3.0237172
Jogging,2.56,-1.65,-3.49
Walking,-3.79,19.57,-3.34
Standing,2.41,9.34,2.79
Walking,1.95,7.5,-0.61
Walking,-6.09,14.02,-0.42223078
Walking,-2.56,15.28,7.3549876
Jogging,-11.6,8.05,-12.830367
Walking,5.86,13.33,5.37
Walking,4.37,4.79,4.0588636
Standing,1.04,9.89,0.34
Jogging,-5.79,6.28,1.9885708
Standing,-5.18,7.97,-1.18
Jogging,-1.46,0.15,7.44
Jogging,-18.89,-2.6,5.37
Standing,1.04,9.89,0.31
Jogging,-3.17,2.79,-5.01
Walking,0.8,7.21,-0.27
Standing,-1.46,9.85,0.65
Standing,-0.8,10.19,0.93
Standing,-1.08,9.96,-0.57
Jogging,8.35,6.74,-2.64
Standing,-4.9,8.28,-1.31
Jogging,6.21,5.63,-2.3426998
Jogging,-3.45,-18.2,5.09
Jogging,-1.61,-6.4,-3.11
Standing,1.54,9.72,0.31
Standing,-1.18,9.34,1.23
Standing,-1.04,9.43,-0.53
Walking,1.95,12.83,4.86
Standing,-0.3,9.81,0.61
Walking,-4.56,2.98,-2.3018389
Standing,-5.22,8.16,1.53
Jogging,12.37,9.85,6.891896
Walking,-3.45,4.37,-3.0237172
Walking,8.01,13.59,0.7218784
Standing,-8.69,5.37,0.08
Standing,-7.74,6.13,1.12
Walking,0.5,0.89,-0.61
Standing,0.93,9.92,0.34
Walking,3.68,7.21,13.57
Walking,6.55,11.18,3.8681788
Walking,9.04,10.65,4.7535014
Jogging,-12.37,17.97,0.3405087
Jogging,4.86,-5.75,-3.9499009
Standing,-0.95,9.72,2.76
Jogging,2.72,-1.95,0.76
Standing,-2.07,9.62,-0.95
Standing,0.99,9.92,0.31
Standing,3.72,10.27,0.15
Walking,5.48,9.58,3.3
Jogging,9.81,1.92,6.3607025
Jogging,4.99,-0.15,4.82
Walking,-0.34,11.75,9.62
Jogging,13.91,13.87,0.34
Walking,9.96,12.07,-2.1111538
Jogging,8.16,8.12,-4.79
Jogging,19.5,0.76,4.0588636
Jogging,2.79,3.26,-0.34
Standing,-1.95,9.66,-0.95
Standing,-1.14,9.34,1.27
Walking,-2.34,8.69,0.72
Jogging,5.86,3.99,2.68
Standing,3.49,8.24,-0.34
Standing,-8.28,5.67,0.46
Jogging,-3.36,7.82,0.38
Standing,-0.99,9.3,-0.15
Standing,-0.65,9.7,2.53
Walking,3.3,3.26,-0.31
Walking,-1.08,9.77,-0.9125633
Jogging,4.86,-3.79,7.78
Jogging,-2.34,4.79,0.92618364
Jogging,1.42,-4.37,3.34
Standing,-5.37,7.89,-1.12
Standing,-1.73,9.7,-0.61
Jogging,2.56,-3.49,6.5513873
Standing,-7.74,5.09,-1.14
Walking,0.72,12.83,4.5219555
Standing,-7.63,5.94,-0.95
Walking,2.37,14.63,8.62168
Standing,-1.31,9.51,2.2201166
Walking,-0.08,8.5,0.08172209
Walking,10.73,6.97,0.34
Walking,7.63,12.41,5.52
Standing,-3.11,8.54,-0.99
Jogging,7.44,-10.53,0.8
Walking,-0.57,11.96,-2.7240696
Walking,0.15,4.82,-3.21
Standing,1.69,9.77,1.1849703
Jogging,0.19,5.71,2.4925237
Standing,8.12,4.1,0.04
Walking,5.28,12.15,-2.1111538
Standing,-1.57,9.96,1.7978859
Standing,-4.86,8.43,-0.53
Walking,-0.34,10.34,-2.64
Standing,1.04,9.92,0.31
Walking,-2.03,5.63,1.3075534
Standing,3.21,9.43,-2.18
Jogging,-5.56,1.92,-4.862464
Standing,-7.78,5.13,-1.5
Standing,-1.38,9.77,2.68
Jogging,14.14,3.21,10.99
Standing,0.04,9.85,1.76
Jogging,-19.61,-18.73,-0.3405087
Walking,-1.42,6.02,6.782933
Standing,-1.27,9.38,1.46
Walking,-3.79,9.3,-0.5
Standing,-0.84,9.43,2.9147544
Jogging,-0.15,9.96,1.53
Standing,-0.95,9.3,1.31
Standing,-1.27,9.47,3.34
Jogging,-5.33,6.55,12.45
Walking,-3.15,16.66,9.302697
Standing,-1.38,9.81,0.8
Standing,7.82,4.79,1.12
Walking,-12.98,14.25,-7.97
Jogging,2.3,-4.44,-8.2
Jogging,-0.91,15.7,1.73
Walking,-0.38,1.46,0.34
Walking,6.78,11.45,1.9885708
Jogging,8.85,10.31,-2.03
Standing,-8.08,5.71,-0.46
Walking,-2.03,10.92,-0.72
Jogging,-9.72,12.57,-3.57
Jogging,19.53,19.57,-14.2877445
Standing,-0.61,9.81,0.38
Jogging,13.06,17.97,3.6774938
Walking,2.76,4.82,-3.5957718
Jogging,4.6,13.25,-1.23
Jogging,0.27,-1.14,-8.92
Jogging,-1.73,-7.59,-12.299174
Standing,-4.9,7.93,-1.61
Walking,12.49,14.41,1.0351465
Standing,-1.14,9.38,-0.5
Jogging,-17.27,13.99,2.152015
Jogging,16.74,13.21,-0.50395286
Jogging,0.69,-1.92,0.34
Walking,3.41,3.41,4.52
Standing,-8.2,5.33,-0.89
Walking,7.06,1.92,-2.26
Walking,-3.99,3.79,-2.87
Jogging,6.36,-8.81,-3.64
Walking,5.13,8.35,-0.23154591
Jogging,-4.21,-2.41,3.11
Standing,-4.86,8.43,-0.23
Jogging,-13.1,-1.84,1.88
Jogging,-9.72,14.25,-0.15
Walking,11.03,16.36,-1.23
Walking,3.06,8.16,1.1849703
Standing,-7.55,6.36,1.31
Standing,-0.72,9.66,1.5
Jogging,19.57,18.77,-8.049625
Walking,3.57,4.82,-2.7240696
Jogging,-0.040861044,19.57244,0.84446156
Jogging,-6.36,-3.49,1.9477097
Standing,-3.57,8.47,-0.99
Standing,2.75,9.04,0.11
Walking,4.02,6.05,-2.8738933
Walking,0.19,10.61,-1.525479
Jogging,19.7,-7.12,1.57
Walking,-1.88,8.77,0.42223078
Jogging,-15.51,19.08,-8.73
Walking,-1.76,9.81,-3.49
Walking,2.96,15.51,-3.6774938
Standing,-8.47,5.37,0.23
Standing,-5.18,8.39,-0.38
Walking,-13.14,4.86,-2.03
Standing,-7.86,6.05,0.8
Walking,-2.6,4.37,-6.74
Walking,5.48,13.76,-1.12
Standing,-2.07,9.66,-1.04
Walking,5.13,7.89,5.71
Standing,0.0,9.89,1.5
Jogging,4.79,-2.83,2.68
Walking,3.91,11.07,3.7864566
Jogging,6.782933,16.88923,-2.982856
Jogging,-7.21,19.42,5.24
Walking,1.04,5.56,-0.99
Walking,5.94,14.44,-1.879608
Jogging,-5.43,5.75,8.62
Standing,-1.23,9.58,1.33
Standing,0.31,9.85,-0.15
Walking,-0.15,11.22,-2.6
Jogging,1.04,-0.23,-10.95
Standing,-1.08,9.43,-0.38
Standing,1.65,9.43,3.568531
Walking,-0.08,12.76,-3.41
Standing,-3.6,8.69,1.73
Walking,-0.89,11.07,-1.4165162
Standing,-0.61,9.43,-0.27
Standing,-1.57,9.47,3.06
Walking,-4.48,7.67,-4.48
Jogging,-10.8,12.98,-3.17
Standing,1.84,9.72,0.23
Jogging,-16.82,9.96,6.59
Walking,9.7,3.41,-0.89
Jogging,-2.34,9.92,4.140586
Standing,0.0,9.85,1.5
Walking,-7.78,18.77,13.57
Standing,-5.24,8.2,1.42
Jogging,19.57,0.72,7.21
Walking,-0.89,16.25,-5.284695
Jogging,-0.76,-1.08,-4.0588636
Walking,16.47,2.56,1.33
Standing,3.57,9.3,-1.95
Walking,1.31,13.87,5.82
Standing,-8.47,6.17,-0.08
Standing,2.34,10.0,-0.04
Walking,-1.46,5.24,-0.9942854
Jogging,10.42,2.3,-10.269742
Jogging,1.42,-4.48,2.18
Jogging,-19.27,19.72,8.81
Walking,1.27,3.41,-3.68
Walking,5.71,15.7,7.93
Jogging,-0.69,-3.98,1.38
Jogging,12.87,-11.03,4.9
Standing,-1.61,9.77,0.61
Standing,0.0,9.85,1.33
Walking,-2.75,11.18,1.23
Jogging,16.93,-3.64,3.38
